Gene [Systematic Name];Gene [Standard Name];ORF Qualifier;Gene Description;Mutant Type;Phenotypes > Observable;Qualifier;Strain Background;Chemical;Drain Info;Carbon source;Medium;Special Condition (remove_genes);Special Condition (remove_metab);Special Condition (add_metab);Condition;Details;PubMed ID;Culture type
YDL174C;DLD1;Verified;D-Lactate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDL185W;VMA1;Verified;Vacuolar Membrane Atpase;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDL198C;GGC1;Verified;GDP/GTP Carrier;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDL215C;GDH2;Verified;Glutamate DeHydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDL215C;GDH2;Verified;Glutamate DeHydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YDR017C;KCS1;Verified;pKC1 Suppressor;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR017C;KCS1;Verified;pKC1 Suppressor;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR019C;GCV1;Verified;GlyCine cleaVage;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YDR036C;EHD3;Verified;;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR036C;EHD3;Verified;;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR126W;SWF1;Verified;Spore Wall Formation;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR127W;ARO1;Verified;AROmatic amino acid requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);ammonium;;glucose;YNBD;;;;;;24721214;
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamine;;glucose;YNBD;;ammonium;glutamine;;;24721214;
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YDR158W;HOM2;Verified;HOMoserine requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR178W;SDH4;Verified;Succinate DeHydrogenase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR204W;COQ4;Verified;COenzyme Q;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YDR284C;DPP1;Verified;Diacylglycerol Pyrophosphate Phosphatase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR294C;DPL1;Verified;Dihydrosphingosine Phosphate Lyase;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR297W;SUR2;Verified;SUppressor of Rvs161 and rvs167 mutations;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR300C;PRO1;Verified;PROline requiring;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR321W;ASP1;Verified;ASParaginase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);ammonium;;glucose;YNBD;;;;;;24721214;
YDR322C-A;TIM11;Verified;Translocase of the Inner Mitochondrial membrane;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR354W;TRP4;Verified;TRyPtophan;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR354W;TRP4;Verified;TRyPtophan;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YDR377W;ATP17;Verified;ATP synthase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YDR380W;ARO10;Verified;AROmatic amino acid requiring;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR408C;ADE8;Verified;ADEnine requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YDR453C;TSA2;Verified;Thiol-Specific Antioxidant;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YDR453C;TSA2;Verified;Thiol-Specific Antioxidant;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR453C;TSA2;Verified;Thiol-Specific Antioxidant;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YDR453C;TSA2;Verified;Thiol-Specific Antioxidant;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);urea;;glucose;YNBD;;ammonium;urea;;;24721214;
YDR497C;ITR1;Verified;myo-Inositol TRansporter;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR497C;ITR1;Verified;myo-Inositol TRansporter;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YDR508C;GNP1;Verified;GlutamiNe Permease;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR513W;GRX2;Verified;GlutaRedoXin;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YDR529C;QCR7;Verified;ubiQuinol-cytochrome C oxidoReductase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YEL006W;YEA6;Verified;;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YEL017C-A;PMP2;Verified;Plasma Membrane Proteolipid;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YEL024W;RIP1;Verified;Rieske Iron-sulfur Protein;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YEL029C;BUD16;Verified;BUD site selection;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YEL042W;GDA1;Verified;Guanosine DiphosphatAse;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamine;;glucose;YNBD;;ammonium;glutamine;;;24721214;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YER037W;PHM8;Verified;PHosphate Metabolism;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YER056C;FCY2;Verified;FluoroCYtosine resistance;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YER060W;FCY21;Verified;FluoroCYtosine resistance;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YER060W-A;FCY22;Verified;FluoroCYtosine resistance;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER060W-A;FCY22;Verified;FluoroCYtosine resistance;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YER065C;ICL1;Verified;IsoCitrate Lyase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);allantoin;;glucose;YNBD;;ammonium;allantoin;;;24721214;
YER065C;ICL1;Verified;IsoCitrate Lyase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YER065C;ICL1;Verified;IsoCitrate Lyase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamine;;glucose;YNBD;;ammonium;glutamine;;;24721214;
YER069W;ARG5,6;Verified;ARGinine requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER070W;RNR1;Verified;RiboNucleotide Reductase;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER086W;ILV1;Verified;IsoLeucine-plus-Valine requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER086W;ILV1;Verified;IsoLeucine-plus-Valine requiring;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
YER086W;ILV1;Verified;IsoLeucine-plus-Valine requiring;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamine;;glucose;YNBD;;ammonium;glutamine;;;24721214;
YER087W;AIM10;Verified;Altered Inheritance rate of Mitochondria;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamine;;glucose;YNBD;;ammonium;glutamine;;;24721214;
YER087W;AIM10;Verified;Altered Inheritance rate of Mitochondria;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YER090W;TRP2;Verified;TRyPtophan;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER091C;MET6;Verified;METhionine requiring;null;Utilization of nitrogen source;absent;S288C(BY4742);allantoin;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium;histidine, leucine, uracil, lysine, allantoin;cultured in minimal medium containing histidine, leucine, lysine and uracil;;16361226;
YER099C;PRS2;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);proline;;glucose;YNBD;;ammonium;proline;;;24721214;
YER141W;COX15;Verified;Cytochrome c OXidase;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);arginine;;glucose;YNBD;;ammonium;arginine;;;24721214;
YER178W;PDA1;Verified;Pyruvate Dehydrogenase Alpha;null;Utilization of nitrogen source;decreased rate;S288C (prototrophic haploids);glutamate;;glucose;YNBD;;ammonium;glutamate;;;24721214;
